822
558	3 10	3 11	3 12	3 13	-63.85023737
559	3 11	3 12	3 13	3 14	-68.27242481
560	3 12	3 13	3 14	3 15	-56.32001366
561	3 13	3 14	3 15	3 16	-30.66091872
562	3 14	3 15	3 16	3 17	-20.69806331
563	3 15	3 16	3 17	3 18	-21.28676155
564	3 16	3 17	3 18	3 19	-23.56641217
565	3 17	3 18	3 19	3 20	-21.99727644
566	3 18	3 19	3 20	3 21	-20.95713407
567	3 19	3 20	3 21	3 22	-20.18139614
568	3 20	3 21	3 22	3 23	-24.37031565
569	3 21	3 22	3 23	3 24	-26.40629767
570	3 1	3 2	3 4	3 5	-3.088614017
571	3 2	3 3	3 5	3 6	-3.09785622
572	3 3	3 4	3 6	3 7	-6.10669109
573	3 4	3 5	3 7	3 8	-8.629741968
574	3 5	3 6	3 8	3 9	-9.439846676
575	3 6	3 7	3 9	3 10	-18.40242207
576	3 7	3 8	3 10	3 11	-16.99180941
577	3 8	3 9	3 11	3 12	-16.82475231
578	3 9	3 10	3 12	3 13	-17.15534772
579	3 10	3 11	3 13	3 14	-18.4554316
580	3 11	3 12	3 14	3 15	-13.68763628
581	3 12	3 13	3 15	3 16	-6.732540743
582	3 13	3 14	3 16	3 17	-5.239456168
583	3 14	3 15	3 17	3 18	-3.264361146
584	3 15	3 16	3 18	3 19	-3.573295419
585	3 16	3 17	3 19	3 20	-3.777463095
586	3 17	3 18	3 20	3 21	-3.395125308
587	3 18	3 19	3 21	3 22	-3.312599024
588	3 19	3 20	3 22	3 23	-3.917261204
589	3 20	3 21	3 23	3 24	-5.066474453
590	3 1	3 2	3 5	3 6	-0.7314483177
591	3 2	3 3	3 6	3 7	-1.383745741
592	3 3	3 4	3 7	3 8	-2.108360795
593	3 4	3 5	3 8	3 9	-3.202460876
594	3 5	3 6	3 9	3 10	-3.714500441
595	3 6	3 7	3 10	3 11	-7.477004014
596	3 7	3 8	3 11	3 12	-7.125622202
597	3 8	3 9	3 12	3 13	-7.269191771
598	3 9	3 10	3 13	3 14	-7.842181021
599	3 10	3 11	3 14	3 15	-5.337211453
600	3 11	3 12	3 15	3 16	-2.518161931
601	3 12	3 13	3 16	3 17	-1.924177897
602	3 13	3 14	3 17	3 18	-1.658400057
603	3 14	3 15	3 18	3 19	-0.9622674542
604	3 15	3 16	3 19	3 20	-0.9424308685
605	3 16	3 17	3 20	3 21	-0.9727533598
606	3 17	3 18	3 21	3 22	-1.02725786
607	3 18	3 19	3 22	3 23	-1.278050005
608	3 19	3 20	3 23	3 24	-1.504210233
609	3 1	3 2	3 6	3 7	-0.565039774
610	3 2	3 3	3 7	3 8	-0.6150730063
611	3 3	3 4	3 8	3 9	-0.9106390071
612	3 4	3 5	3 9	3 10	-1.507120612
613	3 5	3 6	3 10	3 11	-1.827601586
614	3 6	3 7	3 11	3 12	-3.843776956
615	3 7	3 8	3 12	3 13	-3.824661329
616	3 8	3 9	3 13	3 14	-4.115246975
617	3 9	3 10	3 14	3 15	-2.639466728
618	3 10	3 11	3 15	3 16	-1.211848473
619	3 11	3 12	3 16	3 17	-0.9623090129
620	3 12	3 13	3 17	3 18	-0.8746194056
621	3 13	3 14	3 18	3 19	-0.7852007419
622	3 14	3 15	3 19	3 20	-0.4116039758
623	3 15	3 16	3 20	3 21	-0.3611597839
624	3 16	3 17	3 21	3 22	-0.4683766863
625	3 17	3 18	3 22	3 23	-0.6193958942
626	3 18	3 19	3 23	3 24	-0.6903278988
627	3 1	3 2	3 7	3 8	-0.3454764973
628	3 2	3 3	3 8	3 9	-0.322117152
629	3 3	3 4	3 9	3 10	-0.4716078792
630	3 4	3 5	3 10	3 11	-0.825386726
631	3 5	3 6	3 11	3 12	-1.051184491
632	3 6	3 7	3 12	3 13	-2.315929657
633	3 7	3 8	3 13	3 14	-2.427743112
634	3 8	3 9	3 14	3 15	-1.499051816
635	3 9	3 10	3 15	3 16	-0.6814105613
636	3 10	3 11	3 16	3 17	-0.5584480641
637	3 11	3 12	3 17	3 18	-0.5303127082
638	3 12	3 13	3 18	3 19	-0.5030379147
639	3 13	3 14	3 19	3 20	-0.4515799316
640	3 14	3 15	3 20	3 21	-0.2239658634
641	3 15	3 16	3 21	3 22	-0.2364033246
642	3 16	3 17	3 22	3 23	-0.3551854591
643	3 17	3 18	3 23	3 24	-0.3990366739
644	3 1	3 2	3 8	3 9	-0.2287251793
645	3 2	3 3	3 9	3 10	-0.1965595451
646	3 3	3 4	3 10	3 11	-0.2768894261
647	3 4	3 5	3 11	3 12	-0.5078100042
648	3 5	3 6	3 12	3 13	-0.6806603409
649	3 6	3 7	3 13	3 14	-1.570667728
650	3 7	3 8	3 14	3 15	-0.9260285371
651	3 8	3 9	3 15	3 16	-0.4219628107
652	3 9	3 10	3 16	3 17	-0.3559169211
653	3 10	3 11	3 17	3 18	-0.3462694499
654	3 11	3 12	3 18	3 19	-0.3377497969
655	3 12	3 13	3 19	3 20	-0.3213046663
656	3 13	3 14	3 20	3 21	-0.2884659965
657	3 14	3 15	3 21	3 22	-0.1864326862
658	3 15	3 16	3 22	3 23	-0.2024912867
659	3 16	3 17	3 23	3 24	-0.24920935
660	3 1	3 2	3 9	3 10	-0.1666263935
661	3 2	3 3	3 10	3 11	-0.1325562554
662	3 3	3 4	3 11	3 12	-0.1793707567
663	3 4	3 5	3 12	3 13	-0.3438241838
664	3 5	3 6	3 13	3 14	-0.4828164604
665	3 6	3 7	3 14	3 15	-0.6168550503
666	3 7	3 8	3 15	3 16	-0.2779290933
667	3 8	3 9	3 16	3 17	-0.2407330536
668	3 9	3 10	3 17	3 18	-0.2386206745
669	3 10	3 11	3 18	3 19	-0.2357048108
670	3 11	3 12	3 19	3 20	-0.2293794047
671	3 12	3 13	3 20	3 21	-0.2186938733
672	3 13	3 14	3 21	3 22	-0.2664145395
673	3 14	3 15	3 22	3 23	-0.1767802231
674	3 15	3 16	3 23	3 24	-0.1497718294
675	3 1	3 2	3 10	3 11	-0.127967774
676	3 2	3 3	3 11	3 12	-0.09608623661
677	3 3	3 4	3 12	3 13	-0.1263584856
678	3 4	3 5	3 13	3 14	-0.2509293603
679	3 5	3 6	3 14	3 15	-0.1937702957
680	3 6	3 7	3 15	3 16	-0.1944886103
681	3 7	3 8	3 16	3 17	-0.1696490099
682	3 8	3 9	3 17	3 18	-0.1705749491
683	3 9	3 10	3 18	3 19	-0.1703276811
684	3 10	3 11	3 19	3 20	-0.1673956639
685	3 11	3 12	3 20	3 21	-0.1632867395
686	3 12	3 13	3 21	3 22	-0.2125291811
687	3 13	3 14	3 22	3 23	-0.2643080668
688	3 14	3 15	3 23	3 24	-0.1387465868
689	3 1	3 4	3 2	3 3	64.1833845
690	3 2	3 5	3 3	3 4	59.35709648
691	3 3	3 6	3 4	3 5	78.72822723
692	3 4	3 7	3 5	3 6	81.89348669
693	3 5	3 8	3 6	3 7	150.8022008
694	3 6	3 9	3 7	3 8	149.1434525
695	3 7	3 10	3 8	3 9	179.7947619
696	3 8	3 11	3 9	3 10	186.2404576
697	3 9	3 12	3 10	3 11	183.0275986
698	3 10	3 13	3 11	3 12	183.827433
699	3 11	3 14	3 12	3 13	164.8689179
700	3 12	3 15	3 13	3 14	145.1443845
701	3 13	3 16	3 14	3 15	108.3818139
702	3 14	3 17	3 15	3 16	70.25278748
703	3 15	3 18	3 16	3 17	60.65291649
704	3 16	3 19	3 17	3 18	57.28895925
705	3 17	3 20	3 18	3 19	58.32294601
706	3 18	3 21	3 19	3 20	56.69727057
707	3 19	3 22	3 20	3 21	61.18738246
708	3 20	3 23	3 21	3 22	66.52185898
709	3 21	3 24	3 22	3 23	73.85089979
710	3 1	3 7	3 3	3 5	28.77099402
711	3 2	3 8	3 4	3 6	31.80515044
712	3 3	3 9	3 5	3 7	52.40260043
713	3 4	3 10	3 6	3 8	63.99362644
714	3 5	3 11	3 7	3 9	66.34073486
715	3 6	3 12	3 8	3 10	67.3779724
716	3 7	3 13	3 9	3 11	77.63786366
717	3 8	3 14	3 10	3 12	71.04167218
718	3 9	3 15	3 11	3 13	64.09837778
719	3 10	3 16	3 12	3 14	65.72173552
720	3 11	3 17	3 13	3 15	58.6476855
721	3 12	3 18	3 14	3 16	39.67194225
722	3 13	3 19	3 15	3 17	25.88079663
723	3 14	3 20	3 16	3 18	23.35153803
724	3 15	3 21	3 17	3 19	20.8359003
725	3 16	3 22	3 18	3 20	21.22793565
726	3 17	3 23	3 19	3 21	23.06614423
727	3 18	3 24	3 20	3 22	27.41502443
728	3 1	3 10	3 4	3 7	28.81594753
729	3 2	3 11	3 5	3 8	34.02758896
730	3 3	3 12	3 6	3 9	36.86195028
731	3 4	3 13	3 7	3 10	34.39077318
732	3 5	3 14	3 8	3 11	29.16897237
733	3 6	3 15	3 9	3 12	26.24505395
734	3 7	3 16	3 10	3 13	33.88630773
735	3 8	3 17	3 11	3 14	38.42596936
736	3 9	3 18	3 12	3 15	37.46261458
737	3 10	3 19	3 13	3 16	32.45407369
738	3 11	3 20	3 14	3 17	22.06158117
739	3 12	3 21	3 15	3 18	15.98268623
740	3 13	3 22	3 16	3 19	15.75620572
741	3 14	3 23	3 17	3 20	15.84180777
742	3 15	3 24	3 18	3 21	15.38677986
743	3 1	3 3	3 5	3 7	-5.778090052
744	3 2	3 4	3 6	3 8	-10.21387063
745	3 3	3 5	3 7	3 9	-14.85120265
746	3 4	3 6	3 8	3 10	-17.86392861
747	3 5	3 7	3 9	3 11	-31.42152811
748	3 6	3 8	3 10	3 12	-35.43821258
749	3 7	3 9	3 11	3 13	-35.04422761
750	3 8	3 10	3 12	3 14	-36.38196748
751	3 9	3 11	3 13	3 15	-34.2742908
752	3 10	3 12	3 14	3 16	-22.75485814
753	3 11	3 13	3 15	3 17	-12.13718958
754	3 12	3 14	3 16	3 18	-9.696653528
755	3 13	3 15	3 17	3 19	-6.6702294
756	3 14	3 16	3 18	3 20	-5.889597717
757	3 15	3 17	3 19	3 21	-6.053807107
758	3 16	3 18	3 20	3 22	-5.863513214
759	3 17	3 19	3 21	3 23	-6.237302783
760	3 18	3 20	3 22	3 24	-7.389849341
761	3 1	3 3	3 7	3 9	-1.511391835
762	3 2	3 4	3 8	3 10	-1.900923583
763	3 3	3 5	3 9	3 11	-3.081004643
764	3 4	3 6	3 10	3 12	-4.211982807
765	3 5	3 7	3 11	3 13	-7.891551444
766	3 6	3 8	3 12	3 14	-10.13900183
767	3 7	3 9	3 13	3 15	-8.968070439
768	3 8	3 10	3 14	3 16	-5.241891916
769	3 9	3 11	3 15	3 17	-2.80762402
770	3 10	3 12	3 16	3 18	-2.397339235
771	3 11	3 13	3 17	3 19	-2.245719825
772	3 12	3 14	3 18	3 20	-2.061123255
773	3 13	3 15	3 19	3 21	-1.375615767
774	3 14	3 16	3 20	3 22	-1.007961658
775	3 15	3 17	3 21	3 23	-1.262456757
776	3 16	3 18	3 22	3 24	-1.622827377
777	3 1	3 3	3 9	3 11	-0.623709968
778	3 2	3 4	3 10	3 12	-0.6849026748
779	3 3	3 5	3 11	3 13	-1.15736343
780	3 4	3 6	3 12	3 14	-1.758230345
781	3 5	3 7	3 13	3 15	-2.864109534
782	3 6	3 8	3 14	3 16	-2.015301291
783	3 7	3 9	3 15	3 17	-1.110273968
784	3 8	3 10	3 16	3 18	-1.005845598
785	3 9	3 11	3 17	3 19	-0.9909226162
786	3 10	3 12	3 18	3 20	-0.9702296763
787	3 11	3 13	3 19	3 21	-0.9326646839
788	3 12	3 14	3 20	3 22	-0.9861035904
789	3 13	3 15	3 21	3 23	-0.8939355157
790	3 14	3 16	3 22	3 24	-0.667789926
791	3 1	3 3	3 11	3 13	-0.3560080116
792	3 2	3 4	3 12	3 14	-0.3547513222
793	3 3	3 5	3 13	3 15	-0.4872128183
794	3 4	3 6	3 14	3 16	-0.3942219379
795	3 5	3 7	3 15	3 17	-0.4260516956
796	3 6	3 8	3 16	3 18	-0.5156172556
797	3 7	3 9	3 17	3 19	-0.5176278316
798	3 8	3 10	3 18	3 20	-0.5169396445
799	3 9	3 11	3 19	3 21	-0.5113989861
800	3 10	3 12	3 20	3 22	-0.5815663395
801	3 11	3 13	3 21	3 23	-0.765523556
802	3 12	3 14	3 22	3 24	-0.8716038845
803	3 1	3 5	3 9	3 13	-5.218086053
804	3 2	3 6	3 10	3 14	-7.009867149
805	3 3	3 7	3 11	3 15	-12.40023723
806	3 4	3 8	3 12	3 16	-14.3067554
807	3 5	3 9	3 13	3 17	-13.36850564
808	3 6	3 10	3 14	3 18	-8.778656061
809	3 7	3 11	3 15	3 19	-5.426448435
810	3 8	3 12	3 16	3 20	-4.890354154
811	3 9	3 13	3 17	3 21	-4.680706111
812	3 10	3 14	3 18	3 22	-4.599022861
813	3 11	3 15	3 19	3 23	-3.967739523
814	3 12	3 16	3 20	3 24	-3.533459059
815	3 1	3 5	3 13	3 17	-0.7971846564
816	3 2	3 6	3 14	3 18	-0.634734261
817	3 3	3 7	3 15	3 19	-0.7872700786
818	3 4	3 8	3 16	3 20	-1.01197845
819	3 5	3 9	3 17	3 21	-1.193285079
820	3 6	3 10	3 18	3 22	-1.398305448
821	3 7	3 11	3 19	3 23	-1.601035817
822	3 8	3 12	3 20	3 24	-1.872523939
